Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,,,,,Dist Met,Dist Inv,,,Year Diff,Comp Fact,cmp msr
633,d,a,11640,4,2005,1,22,2011,"Jan,Apr,Jul,Oct",0.844637814,,,,0.152993933,0.847006067,,,11,9.317066737,0.080906438
634,d,a,18610,,2009,0,,,,1.77862676,,,,0.244922184,0.755077816,,,7,5.285544711,0.045897986
635,a,a,27530,4,2014,0,,,,2.973918209,,,,0.362569243,0.637430757,,,2,1.274861514,0.011070491
636,c,a,720,10,2004,1,13,2010,"Jan,Apr,Jul,Oct",-0.618656202,,,,0.00896861,0.99103139,,,12,11.89237668,0.103269609
637,d,c,9790,,2009,1,31,2009,"Feb,May,Aug,Nov",0.59673544,,,,0.128594039,0.871405961,,,7,6.09984173,0.052969081
638,d,a,10170,11,2001,0,,,,0.647655928,,,,0.133605909,0.866394091,,,15,12.99591137,0.112852352
639,a,a,7780,11,2006,0,,,,0.32739286,,,,0.102083883,0.897916117,,,10,8.979161171,0.077972174
640,d,c,8040,,2009,0,,,,0.362233194,,,,0.105513057,0.894486943,,,7,6.261408599,0.054372077
641,a,c,610,12,2003,1,36,2013,"Mar,Jun,Sept,Dec",-0.633396343,,,,0.007517805,0.992482195,,,13,12.90226853,0.112039188
642,c,c,530,4,2005,1,35,2010,"Mar,Jun,Sept,Dec",-0.644116445,,,,0.006462675,0.993537325,,,11,10.92891058,0.094903176
643,a,a,230,6,2010,1,18,2010,"Feb,May,Aug,Nov",-0.68431683,,,,0.002505935,0.997494065,,,6,5.984964389,0.051971523
644,c,a,4030,12,2004,1,14,2011,"Jan,Apr,Jul,Oct",-0.175111953,,,,0.052624637,0.947375363,,,12,11.36850435,0.098720468
645,a,a,90,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.70307701,,,,0.000659457,0.999340543,,,7,6.995383804,0.060745683
646,a,a,620,9,2014,0,,,,-0.63205633,,,,0.007649697,0.992350303,,,2,1.984700607,0.017234507
647,a,c,7420,4,2013,0,,,,0.279152398,,,,0.097335795,0.902664205,,,3,2.707992614,0.023515345
648,d,a,2130,12,2008,0,,,,-0.429714392,,,,0.027565286,0.972434714,,,8,7.77947771,0.067554505
649,a,a,14570,11,2002,0,,,,1.237261575,,,,0.19163809,0.80836191,,,14,11.31706674,0.098273801
650,a,a,1420,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",-0.524855303,,,,0.018201002,0.981798998,,,4,3.927195991,0.034102518
651,a,a,200,,2009,0,,,,-0.688336869,,,,0.002110261,0.997889739,,,7,6.985228172,0.060657495
652,a,a,20390,,2009,0,,,,2.017149045,,,,0.268398839,0.731601161,,,7,5.121208125,0.044470939
653,d,c,7520,7,2014,1,45,2009,"Feb,May,Aug,Nov",0.292552526,,,,0.098654709,0.901345291,,,2,1.802690583,0.01565399
654,c,a,6930,9,2006,0,,,,0.213491769,,,,0.090873121,0.909126879,,,10,9.091268795,0.078945681
655,d,c,960,11,2012,1,5,2013,"Feb,May,Aug,Nov",-0.586495894,,,,0.012134002,0.987865998,,,4,3.951463994,0.034313254
656,d,a,410,4,2009,1,13,2010,"Jan,Apr,Jul,Oct",-0.660196599,,,,0.004879979,0.995120021,,,7,6.965840148,0.060489136
657,c,c,80,1,2006,1,10,2014,"Jan,Apr,Jul,Oct",-0.704417023,,,,0.000527565,0.999472435,,,10,9.994724347,0.086791001
658,d,c,520,,2009,1,37,2009,"Jan,Apr,Jul,Oct",-0.645456458,,,,0.006330783,0.993669217,,,7,6.955684516,0.060400947
659,d,a,1590,3,2012,0,,,,-0.502075085,,,,0.020443155,0.979556845,,,4,3.918227381,0.034024638
660,a,a,1200,11,2006,1,40,2014,"Jan,Apr,Jul,Oct",-0.554335585,,,,0.015299393,0.984700607,,,10,9.847006067,0.085508262
661,d,c,2140,7,2013,0,,,,-0.428374379,,,,0.027697178,0.972302822,,,3,2.916908467,0.025329503
662,d,a,1070,,2009,0,,,,-0.571755752,,,,0.013584806,0.986415194,,,7,6.904906357,0.059960006
663,a,c,7860,5,2005,0,,,,0.338112963,,,,0.103139013,0.896860987,,,11,9.865470852,0.085668605
664,d,c,1680,10,2005,0,,,,-0.490014969,,,,0.021630177,0.978369823,,,11,10.76206806,0.093454369
665,a,a,90,12,2012,1,14,2011,"Jan,Apr,Jul,Oct",-0.70307701,,,,0.000659457,0.999340543,,,4,3.997362174,0.034711819
666,c,c,2700,,2009,1,9,2011,"Mar,Jun,Sept,Dec",-0.35333366,,,,0.035083092,0.964916908,,,7,6.754418359,0.058653216
667,d,c,2870,9,2012,0,,,,-0.330553442,,,,0.037325244,0.962674756,,,4,3.850699024,0.033438243
668,c,a,1270,9,2010,0,,,,-0.544955496,,,,0.016222633,0.983777367,,,6,5.902664205,0.051256855
669,d,a,17080,7,2012,1,31,2013,"Jan,Apr,Jul,Oct",1.573604797,,,,0.224742812,0.775257188,,,4,3.101028752,0.026928345
670,a,a,2060,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.439094482,,,,0.026642047,0.973357953,,,7,6.813505671,0.059166312
671,a,c,2070,2,2008,1,39,2010,"Jan,Apr,Jul,Oct",-0.437754469,,,,0.026773938,0.973226062,,,8,7.785808494,0.067609479
672,c,a,240,9,2002,0,,,,-0.682976818,,,,0.002637826,0.997362174,,,14,13.96307043,0.121250853
673,d,c,15170,,2009,1,5,2013,"Feb,May,Aug,Nov",1.317662345,,,,0.19955157,0.80044843,,,7,5.603139013,0.048655873
674,a,a,2640,12,2005,1,31,2013,"Feb,May,Aug,Nov",-0.361373737,,,,0.034291744,0.965708256,,,11,10.62279082,0.09224493
675,a,a,2100,8,2013,1,14,2011,"Jan,Apr,Jul,Oct",-0.43373443,,,,0.027169612,0.972830388,,,3,2.918491163,0.025343247
676,b,b,1410,9,2008,0,,,,-0.526195316,,,,0.018069111,0.981930889,,,8,7.855447112,0.068214199
677,d,a,1740,6,2014,1,45,2009,"Feb,May,Aug,Nov",-0.481974892,,,,0.022421525,0.977578475,,,2,1.955156951,0.01697796
678,c,a,3250,,2009,1,40,2011,"Jan,Apr,Jul,Oct",-0.279632954,,,,0.042337114,0.957662886,,,7,6.7036402,0.058212275
679,a,a,4140,9,2012,0,,,,-0.160371812,,,,0.054075442,0.945924558,,,4,3.783698233,0.032856429
680,c,a,170,,2009,1,35,2012,"Mar,Jun,Sept,Dec",-0.692356907,,,,0.001714587,0.998285413,,,7,6.98799789,0.060681546
681,a,c,620,,2009,1,1,2014,"Mar,Jun,Sept,Dec",-0.63205633,,,,0.007649697,0.992350303,,,7,6.946452123,0.060320776
682,b,a,150,9,2006,0,,,,-0.695036933,,,,0.001450805,0.998549195,,,10,9.985491955,0.08671083
683,a,a,2850,7,2014,0,,,,-0.333233468,,,,0.037061461,0.962938539,,,2,1.925877077,0.016723703
684,d,c,680,,2009,1,22,2012,"Jan,Apr,Jul,Oct",-0.624016253,,,,0.008441045,0.991558955,,,7,6.940912688,0.060272674
685,a,a,650,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",-0.628036291,,,,0.008045371,0.991954629,,,3,2.975863888,0.025841454
686,a,a,20050,4,2002,0,,,,1.971588609,,,,0.263914534,0.736085466,,,14,10.30519652,0.089487042
687,d,c,2770,,2009,0,,,,-0.34395357,,,,0.036006331,0.963993669,,,7,6.747955685,0.058597096
688,a,a,18760,8,2015,1,14,2011,"Jan,Apr,Jul,Oct",1.798726953,,,,0.246900554,0.753099446,,,1,0.753099446,0.006539676
689,d,a,15040,10,2004,0,,,,1.300242178,,,,0.197836982,0.802163018,,,12,9.625956212,0.083588736
690,a,a,100,,2009,0,,,,-0.701736997,,,,0.000791348,0.999208652,,,7,6.994460564,0.060737666
691,d,c,3030,,2009,1,37,2009,"Jan,Apr,Jul,Oct",-0.309113237,,,,0.039435505,0.960564495,,,7,6.723951464,0.058388651
692,a,a,40,8,2001,0,,,,-0.709777074,,,,0,1,,,15,15,0.130255219
693,d,a,450,,2009,1,40,2011,"Jan,Apr,Jul,Oct",-0.654836548,,,,0.005407544,0.994592456,,,7,6.962147191,0.060457067
694,a,c,460,11,2012,1,40,2014,"Jan,Apr,Jul,Oct",-0.653496535,,,,0.005539436,0.994460564,,,4,3.977842258,0.034542314
695,a,a,550,7,2011,1,1,2012,"Jan,Apr,Jul,Oct",-0.64143642,,,,0.006726457,0.993273543,,,5,4.966367713,0.043126354
696,a,c,430,,2009,0,,,,-0.657516574,,,,0.005143762,0.994856238,,,7,6.963993669,0.060473101
697,d,a,3780,,2009,1,40,2011,"Jan,Apr,Jul,Oct",-0.208612274,,,,0.049327354,0.950672646,,,7,6.65470852,0.057787368
698,a,a,1790,5,2011,0,,,,-0.475274828,,,,0.023080981,0.976919019,,,5,4.884595094,0.042416267
699,a,a,180,,2009,1,5,2013,"Jan,Apr,Jul,Oct",-0.691016895,,,,0.001846479,0.998153521,,,7,6.98707465,0.060673529
700,a,c,830,,2009,1,27,2013,"Jan,Apr,Jul,Oct",-0.60391606,,,,0.010419414,0.989580586,,,7,6.927064099,0.060152417
701,d,a,1450,3,2012,1,14,2011,"Jan,Apr,Jul,Oct",-0.520835265,,,,0.018596676,0.981403324,,,4,3.925613295,0.034088775
702,a,a,8550,9,2001,1,45,2009,"Feb,May,Aug,Nov",0.430573848,,,,0.112239515,0.887760485,,,15,13.31640728,0.115635437
703,a,a,80,6,2005,0,,,,-0.704417023,,,,0.000527565,0.999472435,,,11,10.99419678,0.095470101
704,d,c,1910,4,2009,0,,,,-0.459194674,,,,0.024663677,0.975336323,,,7,6.82735426,0.059286568
705,a,a,4140,9,2012,1,18,2011,"Feb,May,Aug,Nov",-0.160371812,,,,0.054075442,0.945924558,,,4,3.783698233,0.032856429
706,d,a,7830,9,2014,1,10,2014,"Mar,Jun,Sept,Dec",0.334092924,,,,0.102743339,0.897256661,,,2,1.794513321,0.015582982
707,a,c,2900,7,1990,0,,,,-0.326533404,,,,0.037720918,0.962279082,,,26,25.01925613,0.217259246
708,c,c,11470,10,2009,1,18,2014,"Jan,Apr,Jul,Oct",0.821857596,,,,0.150751781,0.849248219,,,7,5.944737536,0.051622206
709,a,a,500,12,2010,0,,,,-0.648136484,,,,0.006067001,0.993932999,,,6,5.963597995,0.051785984
710,d,a,1500,9,2008,1,14,2011,"Jan,Apr,Jul,Oct",-0.5141352,,,,0.019256133,0.980743867,,,8,7.845950936,0.068131737
711,d,a,17110,3,2007,1,5,2010,"Jan,Apr,Jul,Oct",1.577624835,,,,0.225138486,0.774861514,,,9,6.973753627,0.060557854
712,a,a,4870,9,2007,1,45,2009,"Jan,Apr,Jul,Oct",-0.062550875,,,,0.063703508,0.936296492,,,9,8.426668425,0.073174503
713,a,c,220,,2009,1,10,2014,"Jan,Apr,Jul,Oct",-0.685656843,,,,0.002374044,0.997625956,,,7,6.983381693,0.060641461
714,d,c,12070,10,2005,1,10,2013,"Jan,Apr,Jul,Oct",0.902258366,,,,0.15866526,0.84133474,,,11,9.254682142,0.08036471
715,a,a,14810,6,2014,0,,,,1.269421883,,,,0.194803482,0.805196518,,,2,1.610393036,0.01398414
716,d,a,3200,1,2008,1,22,2011,"Jan,Apr,Jul,Oct",-0.286333018,,,,0.041677658,0.958322342,,,8,7.666578739,0.066574126
717,d,c,310,,2009,1,40,2011,"Jan,Apr,Jul,Oct",-0.673596728,,,,0.003561066,0.996438934,,,7,6.97507254,0.060569307
718,a,a,1100,6,2015,0,,,,-0.567735714,,,,0.01398048,0.98601952,,,1,0.98601952,0.008562279
719,c,c,8190,,2009,1,45,2009,"Feb,May,Aug,Nov",0.382333386,,,,0.107491427,0.892508573,,,7,6.247560011,0.05425182
720,a,c,15320,3,2011,1,14,2013,"Feb,May,Aug,Nov",1.337762538,,,,0.201529939,0.798470061,,,5,3.992350303,0.034668298
721,a,c,3590,9,2012,1,22,2012,"Mar,Jun,Sept,Dec",-0.234072518,,,,0.046821419,0.953178581,,,4,3.812714323,0.033108396
722,a,a,50,,2009,0,,,,-0.708437062,,,,0.000131891,0.999868109,,,7,6.999076761,0.060777752
723,d,c,5650,9,2008,1,5,2013,"Feb,May,Aug,Nov",0.041970126,,,,0.073991031,0.926008969,,,8,7.408071749,0.064329334
724,d,c,5900,,2009,0,,,,0.075470447,,,,0.077288314,0.922711686,,,7,6.458981799,0.056087739
725,d,c,17540,6,2012,0,,,,1.635245387,,,,0.230809813,0.769190187,,,4,3.076760749,0.02671761
726,a,c,40540,2,2002,0,,,,4.717274908,,,,0.534159852,0.465840148,,,14,6.521762068,0.056632903
727,a,a,2050,3,2007,0,,,,-0.440434494,,,,0.026510156,0.973489844,,,9,8.761408599,0.07608128
728,d,a,13990,,2009,1,14,2011,"Jan,Apr,Jul,Oct",1.159540831,,,,0.183988394,0.816011606,,,7,5.712081245,0.049601893
729,c,c,8980,6,2011,0,,,,0.4881944,,,,0.117910841,0.882089159,,,5,4.410445793,0.038298906
730,c,a,1190,9,2013,0,,,,-0.555675598,,,,0.015167502,0.984832498,,,3,2.954497494,0.025655915
731,a,a,15270,,2009,1,10,2014,"Jan,Apr,Jul,Oct",1.331062474,,,,0.200870483,0.799129517,,,7,5.593906621,0.048575702
732,a,c,35280,,2009,0,,,,4.012428157,,,,0.464785017,0.535214983,,,7,3.74650488,0.032533454
733,b,b,860,10,1999,0,,,,-0.599896022,,,,0.010815088,0.989184912,,,17,16.8161435,0.14602603
734,a,a,220,,2009,1,36,2013,"Mar,Jun,Sept,Dec",-0.685656843,,,,0.002374044,0.997625956,,,7,6.983381693,0.060641461
735,d,c,1920,4,2005,0,,,,-0.457854661,,,,0.024795568,0.975204432,,,11,10.72724875,0.093152009
736,c,c,1650,,2009,1,14,2011,"Jan,Apr,Jul,Oct",-0.494035008,,,,0.021234503,0.978765497,,,7,6.851358481,0.059495013
737,a,a,100,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",-0.701736997,,,,0.000791348,0.999208652,,,9,8.992877869,0.078091285
738,d,c,5980,10,2005,0,,,,0.08619055,,,,0.078343445,0.921656555,,,11,10.1382221,0.088037089
739,d,c,2770,6,2008,1,22,2011,"Jan,Apr,Jul,Oct",-0.34395357,,,,0.036006331,0.963993669,,,8,7.711949354,0.06696811
740,d,a,6400,3,2014,0,,,,0.142471089,,,,0.083882881,0.916117119,,,2,1.832234239,0.015910538
741,d,c,11900,,2009,0,,,,0.879478148,,,,0.156423107,0.843576893,,,7,5.905038248,0.05127747
742,d,c,4380,,2009,0,,,,-0.128211504,,,,0.057240834,0.942759166,,,7,6.599314165,0.057306341
743,a,a,6710,11,2003,1,14,2012,"Jan,Apr,Jul,Oct",0.184011487,,,,0.087971511,0.912028489,,,13,11.85637035,0.102956941
744,a,a,1370,12,2011,1,40,2014,"Jan,Apr,Jul,Oct",-0.531555367,,,,0.017541546,0.982458454,,,5,4.912292271,0.04265678
745,a,a,17650,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",1.649985528,,,,0.232260617,0.767739383,,,3,2.303218148,0.020000412
746,d,c,4330,2,2011,1,35,2011,"Mar,Jun,Sept,Dec",-0.134911568,,,,0.056581377,0.943418623,,,5,4.717093115,0.040961733
747,c,c,45740,8,2008,0,,,,5.414081582,,,,0.602743339,0.397256661,,,8,3.178053284,0.027597202
748,d,a,2380,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",-0.396214071,,,,0.030862569,0.969137431,,,6,5.814824585,0.050494083
749,a,a,3410,8,2011,1,14,2015,"Jan,Apr,Jul,Oct",-0.258192749,,,,0.044447375,0.955552625,,,5,4.777763123,0.041488572
750,d,a,8670,2,2002,1,14,2011,"Jan,Apr,Jul,Oct",0.446654002,,,,0.11382221,0.88617779,,,14,12.40648905,0.107733997
751,a,a,650,10,2006,0,,,,-0.628036291,,,,0.008045371,0.991954629,,,10,9.919546294,0.086138178
752,a,a,970,3,2013,1,31,2013,"Feb,May,Aug,Nov",-0.585155881,,,,0.012265893,0.987734107,,,3,2.963202321,0.025731505
753,d,c,540,11,2012,1,35,2010,"Mar,Jun,Sept,Dec",-0.642776433,,,,0.006594566,0.993405434,,,4,3.973621736,0.034505665
754,c,c,380,5,2008,1,10,2014,"Mar,Jun,Sept,Dec",-0.664216638,,,,0.004484305,0.995515695,,,8,7.964125561,0.069157928
755,d,c,13130,12,2003,0,,,,1.044299727,,,,0.17264574,0.82735426,,,13,10.75560538,0.093398249
756,a,c,50,,2009,1,40,2011,"Jan,Apr,Jul,Oct",-0.708437062,,,,0.000131891,0.999868109,,,7,6.999076761,0.060777752
757,a,c,3450,,2009,0,,,,-0.252832698,,,,0.044974941,0.955025059,,,7,6.685175415,0.058051933
758,a,c,19780,6,2008,0,,,,1.935408262,,,,0.260353469,0.739646531,,,8,5.91717225,0.051382838
759,a,a,110,11,2012,1,31,2013,"Feb,May,Aug,Nov",-0.700396985,,,,0.000923239,0.999076761,,,4,3.996307043,0.034702657
760,a,a,560,1,2011,0,,,,-0.640096407,,,,0.006858349,0.993141651,,,5,4.965708256,0.043120628
761,a,a,2390,9,2012,0,,,,-0.394874058,,,,0.030994461,0.969005539,,,4,3.876022158,0.033658141
762,d,c,1280,,2009,1,10,2013,"Mar,Jun,Sept,Dec",-0.543615483,,,,0.016354524,0.983645476,,,7,6.885518333,0.059791647
763,d,c,32240,3,2010,0,,,,3.605064255,,,,0.424690055,0.575309945,,,6,3.451859668,0.029974849
764,a,c,26490,,2009,1,10,2014,"Mar,Jun,Sept,Dec",2.834556875,,,,0.348852546,0.651147454,,,7,4.558032181,0.039580499
765,a,c,25430,5,1999,1,37,2009,"Jan,Apr,Jul,Oct",2.692515514,,,,0.334872065,0.665127935,,,17,11.30717489,0.098187903
766,d,c,9820,,2009,0,,,,0.600755478,,,,0.128989712,0.871010288,,,7,6.097072013,0.05294503
767,a,c,13080,,2009,0,,,,1.037599663,,,,0.171986283,0.828013717,,,7,5.796096017,0.05033145
768,a,c,2630,9,2012,0,,,,-0.36271375,,,,0.034159852,0.965840148,,,4,3.863360591,0.033548192
769,b,b,840,,2009,1,48,2012,"Jan,Apr,Jul,Oct",-0.602576048,,,,0.010551306,0.989448694,,,7,6.92614086,0.0601444
770,a,c,100,4,2015,0,,,,-0.701736997,,,,0.000791348,0.999208652,,,1,0.999208652,0.008676809
771,a,a,20640,9,2007,0,,,,2.050649366,,,,0.271696122,0.728303878,,,9,6.554734898,0.056919229
772,d,c,1850,,2009,0,,,,-0.467234751,,,,0.023872329,0.976127671,,,7,6.832893696,0.059334671
773,a,a,200,,2009,0,,,,-0.688336869,,,,0.002110261,0.997889739,,,7,6.985228172,0.060657495
774,a,c,640,9,2013,0,,,,-0.629376304,,,,0.007913479,0.992086521,,,3,2.976259562,0.025844889
775,d,c,6970,12,2005,1,22,2011,"Jan,Apr,Jul,Oct",0.21885182,,,,0.091400686,0.908599314,,,11,9.994592456,0.086789855
776,c,a,700,4,2009,1,14,2011,"Jan,Apr,Jul,Oct",-0.621336227,,,,0.008704827,0.991295173,,,7,6.939066209,0.060256639
777,d,c,8250,10,2004,1,10,2013,"Mar,Jun,Sept,Dec",0.390373463,,,,0.108282775,0.891717225,,,12,10.7006067,0.092920658
778,a,a,340,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",-0.669576689,,,,0.00395674,0.99604326,,,13,12.94856238,0.112441189
779,a,a,16990,4,2004,0,,,,1.561544681,,,,0.22355579,0.77644421,,,12,9.31733052,0.080908729
780,a,a,18160,,2009,0,,,,1.718326183,,,,0.238987075,0.761012925,,,7,5.327090477,0.046258756
781,a,a,630,4,2007,0,,,,-0.630716317,,,,0.007781588,0.992218412,,,9,8.929965708,0.077544976
782,c,c,5390,8,2003,1,1,2012,"Jan,Apr,Jul,Oct",0.007129792,,,,0.070561857,0.929438143,,,13,12.08269586,0.10492228
783,d,c,15490,,2009,0,,,,1.360542756,,,,0.203772092,0.796227908,,,7,5.573595357,0.048399326
784,a,a,560,10,2014,1,10,2014,"Jan,Apr,Jul,Oct",-0.640096407,,,,0.006858349,0.993141651,,,2,1.986283303,0.017248251
785,d,c,970,7,2005,1,31,2013,"Feb,May,Aug,Nov",-0.585155881,,,,0.012265893,0.987734107,,,11,10.86507518,0.09434885
786,a,a,290,11,2006,1,5,2013,"Feb,May,Aug,Nov",-0.676276753,,,,0.003297283,0.996702717,,,10,9.96702717,0.086550487
787,c,c,3210,6,2009,0,,,,-0.284993006,,,,0.041809549,0.958190451,,,7,6.707333157,0.058244343
788,a,c,1530,3,2013,0,,,,-0.510115162,,,,0.019651807,0.980348193,,,3,2.941044579,0.025539094
789,a,c,9770,7,2003,0,,,,0.594055414,,,,0.128330256,0.871669744,,,13,11.33170667,0.098400929
790,d,c,9070,12,2003,0,,,,0.500254516,,,,0.119097863,0.880902137,,,13,11.45172778,0.099443154
791,a,a,5950,4,2007,0,,,,0.082170511,,,,0.077947771,0.922052229,,,9,8.298470061,0.072061269
792,d,a,17280,10,2009,1,18,2011,"Feb,May,Aug,Nov",1.600405053,,,,0.227380638,0.772619362,,,7,5.408335532,0.046964262
793,d,a,2710,7,2006,0,,,,-0.351993647,,,,0.035214983,0.964785017,,,10,9.647850171,0.083778856
794,c,c,5090,9,2006,0,,,,-0.033070593,,,,0.066605117,0.933394883,,,10,9.333948826,0.081053037
795,d,a,510,,2009,1,35,2010,"Mar,Jun,Sept,Dec",-0.646796471,,,,0.006198892,0.993801108,,,7,6.956607755,0.060408965
796,a,c,7180,11,2012,0,,,,0.24699209,,,,0.094170404,0.905829596,,,4,3.623318386,0.031463742
797,a,a,2090,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",-0.435074443,,,,0.027037721,0.972962279,,,4,3.891849116,0.033795577
798,a,a,9560,4,2001,0,,,,0.565915145,,,,0.125560538,0.874439462,,,15,13.11659193,0.113900304
799,a,c,2700,,2009,0,,,,-0.35333366,,,,0.035083092,0.964916908,,,7,6.754418359,0.058653216
800,d,a,2020,7,2014,0,,,,-0.444454533,,,,0.026114482,0.973885518,,,2,1.947771037,0.016913823
801,d,a,48330,4,2013,0,,,,5.761144906,,,,0.636903192,0.363096808,,,3,1.089290425,0.009459051
802,a,c,910,,2009,1,22,2011,"Feb,May,Aug,Nov",-0.593195958,,,,0.011474545,0.988525455,,,7,6.919678185,0.06008828
803,d,a,1760,,2009,1,10,2014,"Mar,Jun,Sept,Dec",-0.479294867,,,,0.022685307,0.977314693,,,7,6.841202849,0.059406825
804,c,c,2100,,2009,1,1,2013,"Jan,Apr,Jul,Oct",-0.43373443,,,,0.027169612,0.972830388,,,7,6.809812714,0.059134243
805,d,a,24770,10,2011,1,10,2014,"Mar,Jun,Sept,Dec",2.604074667,,,,0.326167238,0.673832762,,,5,3.369163809,0.029256745
806,d,a,260,,2009,1,44,2010,"Feb,May,Aug,Nov",-0.680296792,,,,0.002901609,0.997098391,,,7,6.979688736,0.060609392
807,a,a,3870,4,2008,0,,,,-0.196552159,,,,0.050514376,0.949485624,,,8,7.595884991,0.065960244
808,a,a,18620,,2009,1,31,2009,"Feb,May,Aug,Nov",1.779966773,,,,0.245054075,0.754945925,,,7,5.284621472,0.045889969
809,a,a,12770,10,2000,0,,,,0.996059265,,,,0.167897652,0.832102348,,,16,13.31363756,0.115611385
810,d,c,9640,11,2013,0,,,,0.576635247,,,,0.126615669,0.873384331,,,3,2.620152994,0.022752573
811,a,a,410,9,2012,0,,,,-0.660196599,,,,0.004879979,0.995120021,,,4,3.980480084,0.03456522
812,d,a,2590,9,2012,0,,,,-0.368073801,,,,0.033632287,0.966367713,,,4,3.865470852,0.033566517
813,a,a,1560,9,2003,0,,,,-0.506095123,,,,0.020047481,0.979952519,,,13,12.73938275,0.110624739
814,d,c,24530,7,2013,0,,,,2.571914359,,,,0.323001846,0.676998154,,,3,2.030994461,0.017636509
815,a,a,590,1,1900,1,40,2014,"Jan,Apr,Jul,Oct",-0.636076368,,,,0.007254023,0.992745977,,,116,115.1585334,1
816,c,c,460,,2009,0,,,,-0.653496535,,,,0.005539436,0.994460564,,,7,6.961223951,0.06044905
817,a,a,140,3,2006,0,,,,-0.696376946,,,,0.001318913,0.998681087,,,10,9.986810868,0.086722283
818,d,a,490,,2009,1,35,2010,"Mar,Jun,Sept,Dec",-0.649476497,,,,0.005935109,0.994064891,,,7,6.958454234,0.060424999
819,a,c,720,10,2014,0,,,,-0.618656202,,,,0.00896861,0.99103139,,,2,1.98206278,0.017211601
820,a,c,1650,,2009,1,40,2014,"Jan,Apr,Jul,Oct",-0.494035008,,,,0.021234503,0.978765497,,,7,6.851358481,0.059495013
821,a,a,1700,9,2009,0,,,,-0.487334944,,,,0.021893959,0.978106041,,,7,6.846742284,0.059454928
822,a,c,410,11,2010,1,48,2010,"Mar,Jun,Sept,Dec",-0.660196599,,,,0.004879979,0.995120021,,,6,5.970720127,0.051847831
823,a,c,16210,11,2010,0,,,,1.45702368,,,,0.213268267,0.786731733,,,6,4.720390398,0.040990366
824,a,a,17570,,2009,0,,,,1.639265426,,,,0.231205487,0.768794513,,,7,5.381561593,0.046731766
825,a,a,380,5,2011,1,40,2014,"Jan,Apr,Jul,Oct",-0.664216638,,,,0.004484305,0.995515695,,,5,4.977578475,0.043223705
826,a,c,7980,6,2005,0,,,,0.354193117,,,,0.104721709,0.895278291,,,11,9.848061198,0.085517425
827,a,c,250,1,2005,0,,,,-0.681636805,,,,0.002769718,0.997230282,,,11,10.9695331,0.095255929
828,d,c,3290,12,2014,0,,,,-0.274272903,,,,0.04286468,0.95713532,,,2,1.914270641,0.016622916
829,c,a,110,,2009,0,,,,-0.700396985,,,,0.000923239,0.999076761,,,7,6.993537325,0.060729649
830,a,c,6320,,2009,1,5,2011,"Jan,Apr,Jul,Oct",0.131750986,,,,0.08282775,0.91717225,,,7,6.42020575,0.05575102
831,a,a,800,6,2007,0,,,,-0.607936099,,,,0.01002374,0.98997626,,,9,8.909786336,0.077369745
832,d,a,5070,,2009,1,45,2009,"Feb,May,Aug,Nov",-0.035750618,,,,0.066341335,0.933658665,,,7,6.535610657,0.05675316
833,d,c,3290,12,1999,1,35,2010,"Mar,Jun,Sept,Dec",-0.274272903,,,,0.04286468,0.95713532,,,17,16.27130045,0.141294787
834,a,a,3470,3,2012,0,,,,-0.250152672,,,,0.045238723,0.954761277,,,4,3.819045107,0.03316337
835,a,a,2890,12,2007,1,10,2014,"Mar,Jun,Sept,Dec",-0.327873416,,,,0.037589027,0.962410973,,,9,8.66169876,0.075215431
836,a,a,2720,9,2012,0,,,,-0.350653635,,,,0.035346874,0.964653126,,,4,3.858612503,0.033506961
837,a,c,14600,4,2015,0,,,,1.241281614,,,,0.192033764,0.807966236,,,1,0.807966236,0.007016121
838,d,c,6890,,2009,1,48,2011,"Mar,Jun,Sept,Dec",0.208131718,,,,0.090345555,0.909654445,,,7,6.367581113,0.055294045
839,c,a,240,1,2015,0,,,,-0.682976818,,,,0.002637826,0.997362174,,,1,0.997362174,0.008660775
840,a,a,1070,9,2009,0,,,,-0.571755752,,,,0.013584806,0.986415194,,,7,6.904906357,0.059960006
841,a,a,27650,8,2004,0,,,,2.989998363,,,,0.364151939,0.635848061,,,12,7.630176734,0.066258023
842,d,c,1200,11,2007,0,,,,-0.554335585,,,,0.015299393,0.984700607,,,9,8.86230546,0.076957436
843,c,a,60,4,2006,0,,,,-0.707097049,,,,0.000263783,0.999736217,,,10,9.997362174,0.086813907
844,a,a,2030,9,2012,1,18,2011,"Feb,May,Aug,Nov",-0.44311452,,,,0.026246373,0.973753627,,,4,3.895014508,0.033823065
845,d,a,7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct",0.338112963,,,,0.103139013,0.896860987,,,11,9.865470852,0.085668605
